titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media
トニカクカワイイ（シーズン2）,Tonikaku Kawaii Season 2,TONIKAWA: Over The Moon For You Season 2,2023-04-08,2023,SPRING 2023,2,12,Seven Arcs,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,86812,76,76
最強の王様、二度目の人生は 何をする? ,"Saikyou no Ousama, Nidome no Jinsei wa Nani wo Suru?",The Beginning After the End,2025-04-03,2025,SPRING 2025,2,12,studio A-CAT,Action | Adventure | Fantasy,Unknown,TV,FINISHED,86484,59,59
ハズレ枠の【状態異常スキル】で最強になった俺がすべてを蹂躙するまで,Hazure Waku no [Joutai Ijou Skill] de Saikyou ni Natta Ore ga Subete wo Juurin Suru made,Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,2024-07-05,2024,SUMMER 2024,1,12,Seven Arcs,Action | Adventure | Drama | Fantasy,Unknown,TV,FINISHED,86324,63,64
疑似ハーレム,Giji Harem,Pseudo Harem,2024-07-05,2024,SUMMER 2024,1,12,Nomad,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,85000,76,76
転生王女と天才令嬢の魔法革命,Tensei Oujo to Tensai Reijou no Mahou Kakumei,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,2023-01-04,2023,WINTER 2023,1,12,diomedéa,Fantasy | Romance,Unknown,TV,FINISHED,84560,75,75
TRIGUN STAMPEDE,TRIGUN STAMPEDE,TRIGUN STAMPEDE,2023-01-07,2023,WINTER 2023,2,12,Orange,Action | Drama | Sci-Fi,Shounen,TV,FINISHED,84346,78,78
痛いのは嫌なので防御力に極振りしたいと思います。2,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2",2023-01-11,2023,WINTER 2023,1,12,SILVER LINK.,Action | Adventure | Comedy | Fantasy | Slice of Life,Unknown,TV,FINISHED,83892,71,71
サイレント・ウィッチ 沈黙の魔女の隠しごと,Silent Witch: Chinmoku no Majo no Kakushigoto,Secrets of the Silent Witch,2025-07-05,2025,SUMMER 2025,1,13,Studio Gokumi,Adventure | Fantasy,Shoujo,TV,FINISHED,83378,81,81
うずまき,Uzumaki,Uzumaki,2024-09-29,2024,FALL 2024,1,4,Akatsuki | Fugaku,Drama | Horror | Mystery | Psychological | Supernatural,Seinen,TV,FINISHED,82918,54,54
好きな子がめがねを忘れた,Suki na Ko ga Megane wo Wasureta,The Girl I Like Forgot Her Glasses,2023-07-04,2023,SUMMER 2023,1,13,GoHands,Comedy | Romance,Shounen,TV,FINISHED,82275,68,68
杖と剣のウィストリア Season2,Tsue to Tsurugi no Wistoria Season 2,Wistoria: Wand and Sword Season 2,2026-04-12,2026,SPRING 2026,1,12,Actas | Bandai Namco Pictures,Action | Adventure | Drama | Fantasy,Shounen,TV,RELEASING,82252,82,82
逃げ上手の若君,Nige Jouzu no Wakagimi,The Elusive Samurai,2024-07-06,2024,SUMMER 2024,2,12,CloverWorks,Action | Adventure | Supernatural,Shounen,TV,FINISHED,82212,77,77
水属性の魔法使い,Mizu Zokusei no Mahou Tsukai,The Water Magician,2025-07-04,2025,SUMMER 2025,1,12,TYPHOON GRAPHICS | Wonderland,Action | Adventure | Fantasy,Unknown,TV,FINISHED,82183,70,70
俺は全てを【パリイ】する ～逆勘違いの世界最強は冒険者になりたい～,Ore wa Subete wo [Parry] Suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai,I Parry Everything,2024-07-05,2024,SUMMER 2024,1,12,OLM,Action | Adventure | Fantasy,Unknown,TV,FINISHED,81771,68,68
道産子ギャルはなまらめんこい,Dosanko Gal wa Namara Menkoi,Hokkaido Gals Are Super Adorable!,2024-01-09,2024,WINTER 2024,1,12,BLADE | SILVER LINK.,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,81260,70,70
ループ7回目の悪役令嬢は、元敵国で自由気ままな花嫁生活を満喫する,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu Suru",7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy!,2024-01-07,2024,WINTER 2024,1,12,HORNETS | Studio KAI,Fantasy | Romance,Shoujo,TV,FINISHED,80851,75,75
神無き世界のカミサマ活動,Kaminaki Sekai no Kamisama Katsudou,KamiKatsu: Working for God in a Godless World,2023-04-06,2023,SPRING 2023,1,12,Studio Palette,Action | Comedy | Drama | Ecchi | Fantasy,Seinen,TV,FINISHED,80833,65,65
政宗くんのリベンジR,Masamune-kun no Revenge R,Masamune-kun's Revenge R,2023-07-03,2023,SUMMER 2023,1,12,SILVER LINK.,Comedy | Romance | Slice of Life,Shounen,TV,FINISHED,80167,72,72
夢見る男子は現実主義者,Yumemiru Danshi wa Genjitsushugisha,The Dreaming Boy is a Realist,2023-07-04,2023,SUMMER 2023,1,12,Studio Gokumi | AXsiZ,Comedy | Romance | Slice of Life,Unknown,TV,FINISHED,79785,65,65
東京リベンジャーズ 天竺編,Tokyo Revengers: Tenjiku-hen,Tokyo Revengers Season 2 Part 2,2023-10-04,2023,FALL 2023,2,13,LIDENFILMS,Action | Drama | Romance | Supernatural,Shounen,TV,FINISHED,79569,77,77
経験済みなキミと、経験ゼロなオレが、お付き合いする話。,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",Our Dating Story: The Experienced You and The Inexperienced Me,2023-10-06,2023,FALL 2023,1,12,ENGI,Romance,Unknown,TV,FINISHED,78681,67,67
青春ブタ野郎はサンタクロースの夢を見ない,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,Rascal Does Not Dream of Santa Claus,2025-07-05,2025,SUMMER 2025,1,13,CloverWorks,Drama | Mystery | Psychological | Romance | Supernatural,Unknown,TV,FINISHED,78195,82,82
炎炎ノ消防隊 参ノ章 第2クール,Enen no Shouboutai: San no Shou Part 2,Fire Force Season 3 Part 2,2026-01-10,2026,WINTER 2026,1,13,david production,Action | Drama | Sci-Fi | Supernatural,Shounen,TV,FINISHED,78186,82,82
はめつのおうこく,Hametsu no Oukoku,The Kingdoms of Ruin,2023-10-07,2023,FALL 2023,1,12,Yokohama Animation Lab,Action | Drama | Fantasy,Shounen,TV,FINISHED,78068,61,61
ダンジョンに出会いを求めるのは間違っているだろうかⅤ 豊穣の女神篇,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,Is It Wrong To Try To Pick Up Girls in a Dungeon? V,2024-10-03,2024,FALL 2024,2,15,J.C.STAFF,Action | Adventure | Comedy | Fantasy | Romance,Unknown,ONA,FINISHED,77650,79,79
転生貴族の異世界冒険録 〜自重を知らない神々の使徒〜,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat’s Otherworldly Adventure: Serving Gods Who Go Too Far,2023-04-02,2023,SPRING 2023,1,12,Magic Bus | EMT Squared,Action | Comedy | Fantasy | Romance,Unknown,TV,FINISHED,77337,66,66
望まぬ不死の冒険者,Nozomanu Fushi no Boukensha,The Unwanted Undead Adventurer,2024-01-05,2024,WINTER 2024,2,12,CONNECT,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,76436,74,74
実は俺、最強でした？,"Jitsu wa Ore, Saikyou Deshita?",Am I Actually the Strongest?,2023-07-02,2023,SUMMER 2023,1,12,Staple Entertainment,Comedy | Fantasy | Romance,Unknown,TV,FINISHED,76422,63,63
Dr.STONE SCIENCE FUTURE 2クール,Dr. STONE: SCIENCE FUTURE Part 2,Dr. STONE SCIENCE FUTURE Cour 2,2025-07-10,2025,SUMMER 2025,2,12,TMS Entertainment,Action | Adventure | Comedy | Sci-Fi,Shounen,TV,FINISHED,76097,85,85
文豪ストレイドッグス 第5シーズン,Bungou Stray Dogs 5th Season,Bungo Stray Dogs 5,2023-07-12,2023,SUMMER 2023,1,11,bones,Action | Comedy | Mystery | Supernatural,Seinen,TV,FINISHED,75728,85,85
義妹生活,Gimai Seikatsu,Days with My Stepsister,2024-07-04,2024,SUMMER 2024,1,12,Studio DEEN,Romance | Slice of Life,Unknown,TV,FINISHED,75672,73,73
戦隊大失格,Sentai Daishikkaku,Go! Go! Loser Ranger!,2024-04-07,2024,SPRING 2024,2,12,Yostar Pictures,Action | Comedy | Drama | Sci-Fi,Shounen,TV,FINISHED,75190,72,72
暗殺者である俺のステータスが 勇者よりも明らかに強いのだが,Ansatsusha de Aru Ore no Status ga Yuusha yori mo Akiraka ni Tsuyoi no da ga,My Status as an Assassin Obviously Exceeds the Hero’s,2025-10-07,2025,FALL 2025,1,12,Sunrise,Action | Adventure | Fantasy,Unknown,TV,FINISHED,75131,66,66
無職転生Ⅲ ～異世界行ったら本気だす～,Mushoku Tensei III: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation Season 3,2026-07-06,2026,SUMMER 2026,1,,Studio Bind,Adventure | Drama | Ecchi | Fantasy,Unknown,TV,NOT_YET_RELEASED,74055,,
Fate/strange Fake,Fate/strange Fake,Fate/strange Fake,2026-01-03,2026,WINTER 2026,2,13,A-1 Pictures,Action | Adventure | Fantasy | Mystery | Supernatural,Unknown,TV,FINISHED,73920,83,83
Ninja Kamui,Ninja Kamui,Ninja Kamui,2024-02-11,2024,WINTER 2024,2,13,E&H Production,Action | Adventure | Drama | Sci-Fi,Unknown,TV,FINISHED,73785,64,64
クレバテス-魔獣の王と赤子と屍の勇者,Clevatess: Majuu no Ou to Akago to Kabane no Yuusha,Clevatess,2025-07-02,2025,SUMMER 2025,2,12,Lay-duce,Action | Drama | Fantasy,Unknown,TV,FINISHED,73443,77,77
魔法少女にあこがれて,Mahou Shoujo ni Akogarete,Gushing Over Magical Girls,2024-01-03,2024,WINTER 2024,2,13,Asahi Production,Comedy | Ecchi | Mahou Shoujo | Slice of Life,Seinen,TV,FINISHED,73015,74,74
新米オッサン冒険者、最強パーティに死ぬほど鍛えられて無敵になる。,"Shinmai Ossan Bouken-sha, Saikyou Party ni Shinu Hodo Kitaerarete Muteki ni Naru.","The Ossan Newbie Adventurer, Trained to Death by the Most Powerful Party, Became Invincible",2024-07-02,2024,SUMMER 2024,1,12,Yumeta Company,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,72915,73,73
悪役令嬢レベル99 ～私は裏ボスですが魔王ではありません～,Akuyaku Reijou Level 99: Watashi wa Ura Boss desu ga Maou de wa Arimasen,Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,2024-01-09,2024,WINTER 2024,1,12,Jumondou,Comedy | Fantasy | Romance,Shoujo,TV,FINISHED,72496,71,71
冰剣の魔術師が世界を統べる,Hyouken no Majutsushi ga Sekai wo Suberu,The Iceblade Sorcerer Shall Rule the World,2023-01-06,2023,WINTER 2023,2,12,CLOUDHEARTS,Action | Adventure | Fantasy,Unknown,TV,FINISHED,72395,63,63
片田舎のおっさん、剣聖になる,"Katainaka no Ossan, Kensei ni Naru",From Old Country Bumpkin to Master Swordsman,2025-04-05,2025,SPRING 2025,2,12,Hayabusa Film | Passione,Action | Adventure | Comedy | Fantasy,Seinen,TV,FINISHED,72328,69,69
魔王の俺が奴隷エルフを嫁にしたんだが、どう愛でればいい？,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",An Archdemon's Dilemma: How to Love Your Elf Bride,2024-04-05,2024,SPRING 2024,1,12,Brain's Base,Action | Fantasy | Romance,Unknown,TV,FINISHED,71577,73,73
便利屋斎藤さん、異世界に行く,"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou in Another World,2023-01-08,2023,WINTER 2023,1,12,C2C,Adventure | Comedy | Fantasy | Slice of Life,Seinen,TV,FINISHED,70509,72,72
即死チートが最強すぎて、異世界のやつらがまるで相手にならないんですが。,"Sokushi Cheat ga Saikyou Sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",My Instant Death Ability is Overpowered,2024-01-05,2024,WINTER 2024,1,12,Okuruto Noboru,Action | Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,70358,62,63
ありふれた職業で世界最強 3rd season,Arifureta Shokugyou de Sekai Saikyou 3rd season,Arifureta: From Commonplace to World's Strongest Season 3,2024-10-14,2024,FALL 2024,1,16,Asread,Action | Adventure | Fantasy | Psychological,Unknown,TV,FINISHED,70229,70,70
お兄ちゃんはおしまい！,Onii-chan wa Oshimai!,ONIMAI: I'm Now Your Sister!,2023-01-05,2023,WINTER 2023,1,12,Studio Bind,Comedy | Ecchi | Slice of Life,Shounen,TV,FINISHED,69928,75,75
彼女、お借りします 第3期,"Kanojo, Okarishimasu 3rd Season",Rent-a-Girlfriend Season 3,2023-07-08,2023,SUMMER 2023,2,12,TMS Entertainment,Comedy | Drama | Romance,Shounen,TV,FINISHED,69274,68,68
君のことが大大大大大好きな100人の彼女 第2期,Kimi no Koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo 2nd Season,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You Season 2",2025-01-12,2025,WINTER 2025,2,12,Bibury Animation Studios,Comedy | Ecchi | Romance,Seinen,TV,FINISHED,69110,79,79
桃源暗鬼,Tougen Anki,TOUGEN ANKI,2025-07-11,2025,SUMMER 2025,2,24,Studio Hibari,Action | Mystery | Supernatural,Shounen,TV,FINISHED,68557,68,68
クラスの大嫌いな女子と結婚することになった。,Class no Daikirai na Joshi to Kekkon Suru Koto ni Natta.,I'm Getting Married to a Girl I Hate in My Class,2025-01-03,2025,WINTER 2025,1,12,Studio Gokumi | AXsiZ,Comedy | Romance,Unknown,TV,FINISHED,68514,67,67
全修。,Zenshuu.,ZENSHU,2025-01-05,2025,WINTER 2025,1,12,MAPPA,Action | Fantasy | Romance,Unknown,TV,FINISHED,68176,73,73
精霊幻想記2,Seirei Gensouki 2,Seirei Gensouki: Spirit Chronicles Season 2,2024-10-08,2024,FALL 2024,1,12,TMS Entertainment | WAO World,Action | Drama | Fantasy | Romance,Unknown,TV,FINISHED,68071,69,69
夜桜さんちの大作戦,Yozakura-san Chi no Daisakusen,Mission: Yozakura Family,2024-04-07,2024,SPRING 2024,2,27,SILVER LINK.,Action | Comedy | Romance,Shounen,TV,FINISHED,67878,74,74
ヴィジランテ -僕のヒーローアカデミア ILLEGALS-,Vigilante: Boku no Hero Academia ILLEGALS,My Hero Academia: Vigilantes,2025-04-07,2025,SPRING 2025,2,13,bones film,Action | Adventure | Drama | Fantasy,Shounen,TV,FINISHED,67788,76,76
七つの魔剣が支配する,Nanatsu no Maken ga Shihai Suru,Reign of the Seven Spellblades,2023-07-08,2023,SUMMER 2023,1,15,J.C.STAFF,Action | Fantasy,Unknown,TV,FINISHED,67710,64,64
ジョジョの奇妙な冒険 スティール・ボール・ラン 1st STAGE,JoJo no Kimyou na Bouken: Steel Ball Run - 1st STAGE,STEEL BALL RUN JoJo's Bizarre Adventure 1st STAGE,2026-03-19,2026,WINTER 2026,2,1,david production,Action | Adventure | Drama | Mystery | Sports | Supernatural,Seinen,ONA,FINISHED,67394,88,88
転生貴族、鑑定スキルで成り上がる,"Tensei Kizoku, Kantei Skill de Nariagaru","As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World",2024-04-07,2024,SPRING 2024,2,12,studio MOTHER,Adventure | Fantasy,Unknown,TV,FINISHED,67372,71,71
一瞬で治療していたのに役立たずと追放された天才治癒師、闇ヒーラーとして楽しく生きる,"Isshun de Chiryou Shiteita no ni Yakutatazu to Tsuihou Sareta Tensai Chiyushi, Yami Healer Toshite Tanoshiku Ikiru",The Brilliant Healer's New Life in the Shadows,2025-04-03,2025,SPRING 2025,2,12,Makaria,Action | Comedy | Fantasy,Unknown,TV,FINISHED,66869,68,68
彼女が公爵邸に行った理由,Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended Up at the Duke’s Mansion,2023-04-10,2023,SPRING 2023,1,12,TYPHOON GRAPHICS,Comedy | Fantasy | Mystery | Romance,Shoujo,TV,FINISHED,66426,74,74
最後にひとつだけお願いしてもよろしいでしょうか,Saigo ni Hitotsu dake Onegai Shite mo Yoroshii Deshou ka,May I Ask for One Final Thing?,2025-10-04,2025,FALL 2025,1,13,LIDENFILMS,Action | Comedy | Drama | Fantasy | Romance,Shoujo,ONA,FINISHED,66349,73,73
盾の勇者の成り上がり Season 4,Tate no Yuusha no Nariagari Season 4,The Rising of the Shield Hero Season 4,2025-07-09,2025,SUMMER 2025,2,12,Kinema Citrus,Action | Adventure | Fantasy,Unknown,TV,FINISHED,66121,70,70
自動販売機に生まれ変わった俺は迷宮を彷徨う,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,"Reborn as a Vending Machine, I Now Wander the Dungeon",2023-07-05,2023,SUMMER 2023,2,12,Studio Gokumi | AXsiZ,Adventure | Comedy | Fantasy,Shounen,TV,FINISHED,65496,63,63
魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～ Ⅱ 2クール,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II Part 2",The Misfit of Demon King Academy II (Cour 2),2024-04-12,2024,SPRING 2024,1,12,SILVER LINK.,Action | Fantasy,Unknown,TV,FINISHED,65298,65,65
人間不信の冒険者たちが世界を救うようです,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,Ningen Fushin: Adventurers Who Don’t Believe in Humanity Will Save the World,2023-01-03,2023,WINTER 2023,1,12,GEEKTOYS,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,65205,62,62
魔女と野獣,Majo to Yajuu,The Witch and the Beast,2024-01-12,2024,WINTER 2024,1,12,Yokohama Animation Lab,Action | Adventure | Drama | Fantasy,Seinen,TV,FINISHED,65199,73,73
时光代理人 第二季,Shiguang Dailiren II,Link Click Season 2,2023-07-14,2023,,2,12,Studio LAN | Pb Animation | CMC Media,Drama | Mystery | Supernatural | Thriller,Unknown,ONA,FINISHED,64910,86,86
ダークギャザリング,Dark Gathering,Dark Gathering,2023-07-10,2023,SUMMER 2023,2,25,OLM,Adventure | Horror | Supernatural,Shounen,TV,FINISHED,64656,75,75
Re:Monster,Re:Monster,Re:Monster,2024-04-02,2024,SPRING 2024,2,12,Studio DEEN,Action | Adventure | Fantasy,Unknown,TV,FINISHED,64476,65,65
スパイ教室,Spy Kyoushitsu,Spy Classroom,2023-01-05,2023,WINTER 2023,2,12,feel.,Action | Comedy | Drama | Mystery,Unknown,TV,FINISHED,64099,61,61
嘆きの亡霊は引退したい ,Nageki no Bourei wa Intai Shitai,Let This Grieving Soul Retire,2024-09-29,2024,FALL 2024,2,13,Zero-G,Action | Comedy | Fantasy,Unknown,TV,FINISHED,64033,69,69
おとなりに銀河,Otonari ni Ginga,A Galaxy Next Door,2023-04-09,2023,SPRING 2023,1,12,Asahi Production,Comedy | Romance,Seinen,TV,FINISHED,63954,70,70
ライアー・ライアー,Liar Liar,"Liar, Liar",2023-07-08,2023,SUMMER 2023,1,12,GEEKTOYS,Psychological | Romance,Unknown,TV,FINISHED,63512,61,61
帰還者の魔法は特別です,Kikansha no Mahou wa Tokubetsu desu,A Returner's Magic Should Be Special,2023-10-08,2023,FALL 2023,2,12,Arvo Animation,Action | Adventure | Fantasy,Unknown,TV,FINISHED,63096,69,69
お隣の天使様にいつの間にか駄目人間にされていた件 第2期,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken 2nd Season,The Angel Next Door Spoils Me Rotten2,2026-04-03,2026,SPRING 2026,1,12,project No.9,Romance | Slice of Life,Unknown,TV,RELEASING,62856,77,77
異世界召喚は二度目です,Isekai Shoukan wa Nidome desu,Summoned to Another World for a Second Time,2023-04-09,2023,SPRING 2023,1,12,Studio elle,Adventure | Comedy | Fantasy,Unknown,TV,FINISHED,62853,55,55
アンデッドガール・マーダーファルス,Undead Girl Murder Farce,Undead Murder Farce,2023-07-06,2023,SUMMER 2023,1,13,Lapin Track,Drama | Mystery | Supernatural,Unknown,TV,FINISHED,62846,78,78
ガールズバンドクライ,GIRLS BAND CRY,Girls Band Cry,2024-04-06,2024,SPRING 2024,1,13,Toei Animation,Drama | Music | Slice of Life,Unknown,TV,FINISHED,62598,83,83
私の推しは悪役令嬢。,Watashi no Oshi wa Akuyaku Reijou.,I'm in Love with the Villainess,2023-10-03,2023,FALL 2023,1,12,Platinum Vision,Comedy | Fantasy | Romance,Unknown,TV,FINISHED,62323,73,73
クラスで２番目に可愛い女の子と友だちになった,Class de 2-banme ni Kawaii Onnanoko to Tomodachi ni Natta,I Made Friends with the Second Prettiest Girl in My Class,2026-04-07,2026,SPRING 2026,1,12,CONNECT,Comedy | Romance,Seinen,TV,RELEASING,61437,79,79
九龍ジェネリックロマンス,Kowloon Generic Romance,KOWLOON GENERIC ROMANCE,2025-04-05,2025,SPRING 2025,1,13,Arvo Animation,Drama | Mystery | Romance | Sci-Fi | Slice of Life,Seinen,TV,FINISHED,61393,72,72
2.5次元の誘惑,2.5 Jigen no Ririsa,2.5 Dimensional Seduction,2024-07-05,2024,SUMMER 2024,2,24,J.C.STAFF,Comedy | Ecchi | Romance | Slice of Life,Shounen,TV,FINISHED,61187,72,72
らんま1/2 (2024),Ranma 1/2 (2024),Ranma1/2 (2024),2024-10-06,2024,FALL 2024,2,12,MAPPA,Action | Comedy | Ecchi | Romance | Slice of Life,Shounen,TV,FINISHED,61083,79,79
ギルドの受付嬢ですが、残業は嫌なのでボスをソロ討伐しようと思います,"Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu","I May Be a Guild Receptionist, but I’ll Solo Any Boss to Clock Out on Time",2025-01-11,2025,WINTER 2025,1,12,CloverWorks | Sakura Create,Action | Adventure | Comedy | Fantasy,Shounen,TV,FINISHED,61059,66,66
解雇された暗黒兵士（30代）のスローなセカンドライフ,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,Chillin’ in My 30s after Getting Fired from the Demon King’s Army,2023-01-07,2023,WINTER 2023,1,12,Encourage Films,Fantasy | Romance | Slice of Life,Unknown,TV,FINISHED,60626,68,68
異世界スーサイド・スクワッド,Isekai Suicide Squad,Suicide Squad ISEKAI,2024-06-27,2024,SUMMER 2024,1,10,WIT STUDIO,Action | Adventure | Fantasy | Sci-Fi,Unknown,TV,FINISHED,60374,61,61
