titulo_original,titulo_romanizado,titulo_ingles,release_date,anio,temporada_año,temporadas,episodios,estudio,generos,demografia,formato,estado,popularidad,score_promedio,score_media,trends_MX,trends_US,trends_CA,trends_CO,trends_BR,trends_latam_avg,popular_algún_país,cluster
プリンセスコネクト！ 導きの初花　- Fiore Storia -,Princess Connect! Michibiki no Hatsuhana: Fiore Storia,,2025-02-28,2025,WINTER 2025,1,1.0,G-angle,Action | Adventure | Comedy | Fantasy,Unknown,ONA,FINISHED,1643,63.0,68.0,,,,,,,,2
マーダーミステリー・オブ・ザ・デッド,Murder Mystery of the Dead,,2024-11-14,2024,FALL 2024,1,6.0,Unknown,Horror | Mystery | Thriller,Unknown,TV,FINISHED,1625,45.0,48.0,,,,,,,,3
Re:ゼロから始める休憩時間(ブレイクタイム) 4th Season,Re:Zero kara Hajimeru Kyuukei Jikan (Break Time) 4th Season,,2026-04-08,2026,SPRING 2026,1,,Studio PuYUKAI,Adventure | Comedy | Fantasy,Unknown,ONA,RELEASING,1624,64.0,73.0,,,,,,,,2
POKÉTOON (2024),POKÉTOON (2024),POKÉTOON (2024),2024-09-18,2024,,2,9.0,Studio Nanahoshi | Studio Colorido | ZEXCS | NAGOMI,Comedy | Fantasy | Slice of Life,Kids,ONA,FINISHED,1622,69.0,72.0,,,,,,,,1
通灵妃 第二季,Tongling Fei 2,,2025-07-17,2025,,1,24.0,Shengying Animation,Comedy | Romance | Supernatural,Unknown,ONA,FINISHED,1616,58.0,65.0,,,,,,,,1
野原ひろし 昼メシの流儀,Nohara Hiroshi: Hiru Meshi no Ryuugi,Style of Hiroshi Nohara's Lunch,2025-10-03,2025,FALL 2025,1,12.0,DLE,Comedy | Slice of Life,Seinen,TV,FINISHED,1591,62.0,65.0,,,,,,,,1
闇芝居 十四期,Yami Shibai 14,Theatre of Darkness: Yamishibai 14,2025-01-06,2025,WINTER 2025,2,13.0,ILCA,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,1577,53.0,54.0,,,,,,,,3
위험한 편의점,Wiheomhan Pyeonuijeom,The Dangerous Convenience Store,2025-05-30,2025,,1,2.0,Laftel,Comedy | Romance,Unknown,ONA,FINISHED,1574,64.0,68.0,,,,,,,,1
ギルティホール,Guilty Hole,Guilty Hole ～ Room of Guilty Pleasure,2025-10-06,2025,FALL 2025,1,8.0,Studio Houkiboshi,Hentai,Unknown,ONA,FINISHED,1571,62.0,64.0,,,,,,,,1
原神 燼中歌,Yuanshen: Jin Zhong Ge,Genshin Impact: The Song Burning in the Embers,2024-04-17,2024,,1,1.0,miHoYo Anime,Action | Drama | Fantasy,Unknown,ONA,FINISHED,1525,77.0,80.0,,,,,,,,2
犬と少年,Inu to Shounen,The Dog & The Boy,2023-01-31,2023,WINTER 2023,1,1.0,WIT STUDIO | Production I.G | Netflix Anime Creators' Base,Adventure | Sci-Fi,Unknown,ONA,FINISHED,1506,46.0,46.0,,,,,,,,3
ルリドラゴンPV,Ruri Dragon PV,,2025-03-03,2025,,1,1.0,Unknown,Comedy | Slice of Life | Supernatural,Unknown,ONA,FINISHED,1488,74.0,77.0,,,,,,,,1
とーとつにエジプト神２,Toutotsu ni Egypt Shin 2,"Oh, Suddenly Egyptian God Season 2",2023-01-11,2023,WINTER 2023,1,10.0,TYPHOON GRAPHICS,Comedy | Fantasy | Slice of Life | Supernatural,Unknown,TV_SHORT,FINISHED,1487,63.0,65.0,,,,,,,,1
0歳児スタートダッシュ物語 シーズン2,0-saiji Start Dash Monogatari Season 2,HEAD START AT BIRTH - Season 2,2025-01-05,2025,WINTER 2025,1,12.0,Dai Nippon Printing,Fantasy,Shoujo,TV_SHORT,FINISHED,1482,51.0,52.0,,,,,,,,3
黄金庭院：冬日里的新年愿望,Huangjin Tingyuan: Dong Ri Li De Xinnian Yuanwang,Golden Courtyard: New Year Wishes in Winter,2023-01-20,2023,,1,2.0,HuaMei Animation,Comedy | Slice of Life,Unknown,ONA,FINISHED,1472,73.0,76.0,,,,,,,,1
シャドウバースF セブンシャドウズ編,Shadowverse Flame: Seven Shadows-hen,Shadowverse Flame: Seven Shadows Arc,2023-07-08,2023,SUMMER 2023,2,25.0,ZEXCS,Fantasy,Unknown,TV,FINISHED,1457,64.0,68.0,,,,,,,,1
夫婦交歓～戻れない夜～,Fuufu Koukan: Modorenai Yoru,Married Couple Swap,2023-07-03,2023,SUMMER 2023,1,8.0,Studio Houkiboshi,Hentai,Unknown,ONA,FINISHED,1457,59.0,61.0,,,,,,,,3
区区不才，在下野怪 第二季,"Ququ Bucai, Zaixia Ye Guai 2",Monster But Wild 2,2023-07-02,2023,,1,16.0,Kungfufrog Animation,Action | Adventure | Comedy | Fantasy,Unknown,ONA,FINISHED,1452,64.0,69.0,,,,,,,,2
大主宰 (2023),Da Zhuzai (2023),The Great Ruler,2023-06-30,2023,,2,52.0,Motion Magic,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,1439,70.0,76.0,,,,,,,,2
漣蒼士に処女を捧ぐ～さあ、じっくり愛でましょうか,"Sazanami Soushi ni Shojo wo Sasagu: Saa, Jikkuri Medemashou ka",Offering My Virginity to a Gangster,2023-04-02,2023,SPRING 2023,1,8.0,Studio Houkiboshi,Hentai | Romance,Josei,ONA,FINISHED,1437,57.0,59.0,,,,,,,,3
カードファイト!! ヴァンガード Divinez Season2,Cardfight!! Vanguard: Divinez Season 2,CARDFIGHT!! VANGUARD Divinez Season 2,2024-07-06,2024,SUMMER 2024,2,13.0,Kinema Citrus | Gift-o’-Animation | Studio JEMI,Action | Adventure | Fantasy,Unknown,TV,FINISHED,1434,68.0,71.0,,,,,,,,2
피라미드 게임,Pyramid Game,Pyramid Game,2025-06-14,2025,,1,9.0,Laftel,Drama | Thriller,Unknown,ONA,FINISHED,1412,55.0,58.0,,,,,,,,3
命运拳台,Mingyun Quan Tai,Ringing Fate,2023-12-22,2023,,1,12.0,MOJO,Action | Drama | Mecha | Sci-Fi,Unknown,ONA,FINISHED,1376,66.0,74.0,,,,,,,,1
お前はまだグンマを知らない～令和版～ ,Omae wa Mada Gunma wo Shiranai: Reiwa-ban,You don't know Gunma yet.: Reiwa version,2026-01-10,2026,WINTER 2026,1,12.0,Imagica Infos | Imageworks Studio,Comedy,Unknown,TV_SHORT,FINISHED,1366,43.0,44.0,,,,,,,,3
「1分間だけ挿れてもいいよ…」シェアハウスの秘密ルール。,"""1-punkan dake Furete mo Ii yo…"" Share House no Himitsu Rule.	",The Share House's Secret Rule,2025-01-06,2025,WINTER 2025,1,8.0,studio LEO,Drama | Hentai,Unknown,ONA,FINISHED,1352,54.0,57.0,,,,,,,,3
哑舍,Ya She,,2024-10-04,2024,,1,12.0,Colored Pencil Animation,Supernatural,Unknown,ONA,FINISHED,1349,63.0,71.0,,,,,,,,1
左手上篮 第二季,Zuoshou Shanglan 2,Left-Hand Layup! Season2,2024-12-20,2024,,2,9.0,Heart & Soul Animation,Sports,Unknown,ONA,FINISHED,1342,68.0,72.0,,,,,,,,1
キン肉マン 完璧超人始祖編 Season 2,Kinnikuman: Kanpeki Choujin Shiso-hen Season 2,Kinnikuman Perfect Origin Arc Season 2,2025-01-12,2025,WINTER 2025,2,11.0,Production I.G,Action | Comedy | Sports,Shounen,TV,FINISHED,1333,65.0,69.0,,,,,,,,1
谷围南亭,Gu Wei Nan Ting,The Chosen One,2025-09-30,2025,,1,16.0,2:10 Animation,Action | Comedy | Mystery | Supernatural,Unknown,ONA,FINISHED,1308,62.0,72.0,,,,,,,,1
ゴムをつけてといいましたよね...,Gomu wo Tsukete to Iimashita yo ne...,,2024-12-13,2024,FALL 2024,1,2.0,Seven,Hentai,Unknown,ONA,FINISHED,1304,65.0,69.0,,,,,,,,1
FLAGLIA ～なつやすみの物語～,FLAGLIA: Natsuyasumi No Monogatari,FLAGLIA,2023-01-17,2023,WINTER 2023,1,6.0,Gaina,Drama,Unknown,TV_SHORT,FINISHED,1300,40.0,40.0,,,,,,,,3
ぷちクールドジ男子のひとコマ,Puchi Cool Doji Danshi no Hito Koma,,2023-03-21,2023,WINTER 2023,1,2.0,AQUA ARIS,Comedy | Slice of Life,Unknown,ONA,FINISHED,1299,53.0,60.0,,,,,,,,3
牧神记,Mu Shen Ji,,2024-10-27,2024,,2,26.0,Sparkly Key Animation,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,1294,77.0,84.0,,,,,,,,2
为喵人生,Wei Miao Rensheng,Reborn as a Cat,2025-11-11,2025,,1,36.0,Paper Plane Animation Studio,Romance | Supernatural,Unknown,ONA,RELEASING,1288,60.0,72.0,,,,,,,,1
デキちゃうまで婚,Dekichau made Kon,"Marry Me, Let's Have a Baby!",2025-07-07,2025,SUMMER 2025,1,8.0,studio LEO,Hentai | Romance,Unknown,ONA,FINISHED,1278,51.0,52.0,,,,,,,,3
一念永恒 第三季,Yi Nian Yongheng 3,,2024-07-03,2024,,2,59.0,B.CMAY PICTURES,Action | Comedy | Fantasy,Unknown,ONA,FINISHED,1277,76.0,82.0,,,,,,,,2
吴承恩缉妖录,Wu Chengen Ji Yao Lu,Another Journey to the West,2024-10-03,2024,,1,12.0,BooKong Culture,Action | Fantasy,Unknown,ONA,FINISHED,1277,54.0,58.0,,,,,,,,3
リラックマ ～ごゆるり夢の旅～,Rilakkuma: Goyururi Yume no Tabi,RILAKKUMA,2026-04-04,2026,SPRING 2026,1,,Production I.G,Fantasy | Slice of Life,Unknown,TV_SHORT,RELEASING,1260,56.0,63.0,,,,,,,,1
冬のおくりもの,Fuyu no Okurimono,,2023-03-18,2023,WINTER 2023,1,1.0,WIT STUDIO,Drama | Slice of Life | Supernatural,Unknown,ONA,FINISHED,1254,63.0,66.0,,,,,,,,1
武炼巅峰,Wu Lian Dianfeng,,2024-12-05,2024,,1,48.0,Soda Bear Animation | CG Year,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,1243,63.0,74.0,,,,,,,,2
夜は猫といっしょSeason3,Yoru wa Neko to Issho Season 3,Nights with a Cat Season 3,2024-12-04,2024,FALL 2024,1,40.0,Studio PuYUKAI,Comedy | Slice of Life,Unknown,ONA,FINISHED,1240,68.0,72.0,,,,,,,,1
お兄さん…おひとりですか？,Onii-san... Ohitori desu ka?,,2024-11-29,2024,FALL 2024,2,1.0,Seven,Hentai,Unknown,ONA,FINISHED,1238,63.0,66.0,,,,,,,,1
私のハッシュタグが映えなくて。,Watashi no Hashtag ga Haenakute.,,2023-01-18,2023,WINTER 2023,1,1.0,Bandai Namco Filmworks,Sci-Fi,Unknown,ONA,FINISHED,1235,54.0,57.0,,,,,,,,3
べあべあべあくまーぱーんち！,Bear Bear Bear Kuma Punch!,,2023-05-03,2023,SPRING 2023,1,5.0,EMT Squared,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,1232,59.0,62.0,,,,,,,,1
斗破苍穹 年番3,Dou Po Cangqiong: Nian Fan 3,,2024-08-04,2024,,2,52.0,Motion Magic,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,1231,80.0,87.0,,,,,,,,2
ダンジョン＆テレビジョン,Dungeons & Television,,2025-08-09,2025,,1,,Unknown,Adventure | Fantasy,Unknown,ONA,RELEASING,1227,56.0,63.0,,,,,,,,2
お姉ちゃんごっこ,Onee-chan Gokko,Playing Sister,2026-01-31,2026,WINTER 2026,1,3.0,Studio Gohan,Mystery | Psychological | Supernatural | Thriller,Unknown,ONA,RELEASING,1212,62.0,73.0,,,,,,,,1
彼女、お借りします × てんぷる コラボミニアニメ,"Kanojo, Okarishimasu × Temple Collab Mini Anime",,2023-08-05,2023,SUMMER 2023,1,4.0,Unknown,Comedy,Unknown,ONA,FINISHED,1205,51.0,53.0,,,,,,,,3
ワクドナルド,WcDonalds,WcDonald's,2024-02-26,2024,WINTER 2024,1,4.0,Studio Pierrot,Action | Adventure | Fantasy | Mecha | Romance | Sci-Fi,Unknown,ONA,FINISHED,1201,53.0,54.0,,,,,,,,3
シャドウバースF アーク編,Shadowverse Flame: Arc-hen,Shadowverse Flame: Arc-hen,2024-04-13,2024,SPRING 2024,1,23.0,ZEXCS,Fantasy,Unknown,TV,FINISHED,1200,63.0,68.0,,,,,,,,1
CHOPPER's,CHOPPER's,,2026-01-05,2026,WINTER 2026,1,12.0,STUDIO EIGHTCOLORS | Dandelion Animation Studio,Slice of Life,Unknown,TV_SHORT,FINISHED,1189,55.0,64.0,,,,,,,,1
超普通県チバ伝説,Chou Futsuu-ken Chiba Densetsu,,2024-01-05,2024,WINTER 2024,2,13.0,Super Normal Studio,Comedy | Fantasy,Unknown,TV_SHORT,FINISHED,1183,42.0,42.0,,,,,,,,3
Thunderbolt Fantasy 東離劍遊紀4,Thunderbolt Fantasy: Touriken Yuuki 4,Thunderbolt Fantasy Sword Seekers 4,2024-10-05,2024,FALL 2024,1,12.0,Pili International Multimedia,Action | Drama | Fantasy,Unknown,TV,FINISHED,1181,72.0,77.0,,,,,,,,2
カードファイト!! ヴァンガード Divinez デラックス編,Cardfight!! Vanguard: Divinez - Deluxe-hen,CARDFIGHT!! VANGUARD Divinez DELUXE Arc,2025-01-11,2025,WINTER 2025,2,13.0,Kinema Citrus | Gift-o’-Animation | Studio JEMI,Action | Adventure | Fantasy,Unknown,TV,FINISHED,1178,66.0,70.0,,,,,,,,2
ザ・レンチキュラーズ,THE LENTICULARS,THE LENTICULARS,2025-10-31,2025,FALL 2025,1,8.0,TRIGGER,Comedy | Romance | Slice of Life,Unknown,ONA,FINISHED,1169,59.0,62.0,,,,,,,,1
剑来,Jian Lai,Sword of Coming,2024-08-15,2024,,2,26.0,Cloud Art,Adventure | Fantasy,Unknown,ONA,FINISHED,1167,70.0,76.0,,,,,,,,2
연애제한구역,Yeonae Jehan Guyeok,,2023-12-29,2023,,1,10.0,Laftel,Comedy | Drama | Romance,Unknown,ONA,FINISHED,1164,61.0,64.0,,,,,,,,1
斗破苍穹 年番2,Dou Po Cangqiong: Nian Fan 2,,2023-07-16,2023,,2,53.0,Motion Magic,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,1161,80.0,85.0,,,,,,,,2
闇芝居 十五期 ,Yami Shibai 15,Theatre of Darkness: Yamishibai 15,2025-07-14,2025,SUMMER 2025,2,13.0,ILCA,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,1161,53.0,54.0,,,,,,,,3
でたらめな世界のメロドラマ,Detarame na Sekai no Melodrama,,2023-03-23,2023,WINTER 2023,1,1.0,TOHO animation STUDIO,Music,Unknown,ONA,FINISHED,1157,60.0,62.0,,,,,,,,1
火凤燎原,Huo Feng Liao Yuan,The Ravages of Time,2023-04-29,2023,,2,16.0,LX Animation Studio,Action | Adventure | Drama,Unknown,ONA,FINISHED,1154,63.0,71.0,,,,,,,,2
ゆびさきぷち,Yubisaki Petit,,2024-01-07,2024,WINTER 2024,1,12.0,Unknown,Comedy | Slice of Life,Unknown,ONA,FINISHED,1147,57.0,61.0,,,,,,,,1
驭灵师,Yu Ling Shi,B.King,2026-02-26,2026,,1,18.0,Unknown,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,1131,57.0,68.0,,,,,,,,2
けものっ娘通信〜The Animation〜 鳥娘ルピア,Kemonokko Tsuushin: The Animation - Toriko Rupia,,2024-01-31,2024,WINTER 2024,1,1.0,Unknown,Hentai,Unknown,ONA,FINISHED,1119,58.0,61.0,,,,,,,,3
妻ネトリ 零 ～僕の過ち 彼女の選択～,Tsuma Netori Rei: Boku no Ayamachi Kanojo no Sentaku,,2024-10-18,2024,FALL 2024,1,1.0,TEATRO Nishi Tokyo Studio,Hentai,Unknown,ONA,FINISHED,1115,59.0,61.0,,,,,,,,3
近战法师,Jin Zhan Fashi,The Melee Mage,2023-11-02,2023,,1,20.0,2:10 Animation,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,1113,66.0,72.0,,,,,,,,2
全球高武,Quanqiu Gao Wu,,2024-12-21,2024,,1,16.0,Wawayu Animation,Action | Adventure | Comedy,Unknown,ONA,FINISHED,1099,59.0,71.0,,,,,,,,2
小刻的画图写话,Xiaoke de Huatu Xie Hua,Kay's Daily Doodles,2023-12-01,2023,,1,12.0,Gravity Well,Comedy | Slice of Life,Unknown,ONA,FINISHED,1091,64.0,67.0,,,,,,,,1
秘密のはなの庭,Himitsu no Hana no Niwa,,2023-03-21,2023,WINTER 2023,1,1.0,Unknown,Drama | Music | Supernatural,Unknown,ONA,FINISHED,1089,65.0,69.0,,,,,,,,1
百鬼夜行抄,Hyakki Yakou Shou,Hyakki Yakoushou,2026-04-07,2026,SPRING 2026,1,,Imagica Infos | Imageworks Studio,Horror | Mystery | Supernatural,Josei,TV_SHORT,RELEASING,1086,45.0,47.0,,,,,,,,3
诡秘之主 彩蛋,Guimi Zhi Zhu: Caidan,Lord of Mysteries: Chibi Theatre,2025-06-28,2025,,1,9.0,B.CMAY PICTURES,Comedy | Slice of Life,Unknown,ONA,FINISHED,1086,65.0,69.0,,,,,,,,1
有兽焉,You Shou Yan,Fabulous Beasts,2023-04-14,2023,,2,12.0,FENZ,Comedy | Fantasy | Slice of Life,Unknown,ONA,FINISHED,1080,72.0,78.0,,,,,,,,1
少年とガンダム｜機動戦士ガンダム50周年 -Road to 50- プロローグムービー,Shounen to Gundam - Kidou Senshi Gundam 50-shuunen: Road to 50 - Prologue Movie,"""A boy with GUNDAM"" Mobile Suit Gundam 50th Anniversary - Road to 50 - Prologue Movie",2026-05-15,2026,SPRING 2026,1,1.0,Bandai Namco Filmworks,Action | Mecha | Sci-Fi,Unknown,ONA,FINISHED,1079,78.0,83.0,,,,,,,,1
孕ませ屋 THE ANIMATION,Haramaseya THE ANIMATION,,2024-03-22,2024,WINTER 2024,1,2.0,Unknown,Hentai,Unknown,ONA,FINISHED,1075,61.0,65.0,,,,,,,,1
闇芝居 十六期,Yami Shibai 16,Theatre of Darkness: Yamishibai 16,2026-01-12,2026,WINTER 2026,1,13.0,ILCA,Horror | Supernatural,Unknown,TV_SHORT,FINISHED,1073,53.0,55.0,,,,,,,,3
仙宠奶凶,Xiang Chong Nai Xiong,Celestial Bonds,2025-06-13,2025,,1,18.0,Thundray,Fantasy | Romance,Shoujo,ONA,FINISHED,1065,63.0,72.0,,,,,,,,1
ねこに転生したおじさん,Neko ni Tensei Shita Oji-san,,2024-10-07,2024,FALL 2024,1,48.0,STUDIO EIGHTCOLORS,Comedy | Slice of Life,Seinen,TV_SHORT,FINISHED,1057,56.0,60.0,,,,,,,,3
ビックリメン,Bikkurimen,,2023-10-05,2023,FALL 2023,1,12.0,Lesprit,Comedy | Fantasy,Unknown,TV,FINISHED,1055,45.0,46.0,,,,,,,,3
元尊,Yuan Zun,,2024-05-30,2024,,1,26.0,Motion Magic,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,1050,66.0,74.0,,,,,,,,2
あんさんぶるスターズ！！追憶セレクション「クロスロード」,Ensemble Stars!!: Tsuioku Selection - Crossroad,,2023-11-10,2023,FALL 2023,1,6.0,Dandelion Animation Studio,Music | Slice of Life,Unknown,ONA,FINISHED,1049,65.0,73.0,,,,,,,,1
一人之下 6,Yi Ren Zhi Xia 6,The Outcast Season 6,2026-01-02,2026,,1,26.0,Qiyuan Yinghua,Action | Supernatural,Unknown,ONA,RELEASING,1046,54.0,66.0,,,,,,,,1
4주 애인,4-ju Aein,4 Week Lovers,2023-04-04,2023,,1,10.0,Unknown,Romance,Unknown,ONA,FINISHED,1041,62.0,66.0,,,,,,,,1
ちょっとだけ愛が重いダークエルフが異世界から追いかけてきたミニアニメ劇場,Chotto dake Ai ga Omoi Dark Elf ga Isekai kara Oikakete Kita Mini Anime Gekijou,,2025-04-07,2025,SPRING 2025,1,12.0,Front Wing,Comedy | Ecchi | Fantasy | Romance,Unknown,TV_SHORT,FINISHED,1037,48.0,50.0,,,,,,,,3
斗罗大陆 双神战双神,Douluo Dalu: Shuang Shen Zhi Zhan,,2023-05-27,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,1029,79.0,84.0,,,,,,,,2
百姓貴族 2nd Season,Hyakushou Kizoku 2nd Season,,2024-10-04,2024,FALL 2024,1,12.0,Pie in the sky,Comedy | Slice of Life,Shoujo,TV_SHORT,FINISHED,1016,63.0,67.0,,,,,,,,1
ひみつのアイプリ リング編,Himitsu no AiPri: Ring-hen,,2025-04-06,2025,SPRING 2025,1,51.0,OLM | Dongwoo Animation,Music | Slice of Life,Kids,TV,FINISHED,1016,61.0,67.0,,,,,,,,1
ミニっと！かいじゅう８号,minute! kaiju no. 8,minute! Kaiju No. 8,2024-12-06,2024,WINTER 2025,1,31.0,Unknown,Comedy | Slice of Life,Unknown,ONA,FINISHED,1015,58.0,62.0,,,,,,,,1
炼气十万年,Lian Qi Shiwan Nian,,2023-02-18,2023,,1,360.0,Soyep,Action | Adventure | Fantasy,Unknown,ONA,RELEASING,1013,64.0,71.0,,,,,,,,2
2200年ねこの国ニッポン,2200-nen Neko no Kuni Nippon,,2025-10-07,2025,FALL 2025,1,12.0,Imageworks Studio | Imagica Infos,Comedy | Sci-Fi | Slice of Life,Unknown,TV_SHORT,FINISHED,1008,50.0,52.0,,,,,,,,3
大正偽りブラヰダル～身代わり花嫁と軍服の猛愛,Taishou Itsuwari Bridal: Migawari Hanayome to Gunpuku no Mouai,Taisho Era Contract Marriage: The Substitute Bride and a Soldier's Fierce Love,2024-10-07,2024,FALL 2024,1,8.0,Studio Houkiboshi,Drama | Hentai | Romance,Josei,ONA,FINISHED,1001,60.0,64.0,,,,,,,,1
师兄啊师兄,Shixiong A Shixiong,Big Brother,2023-01-19,2023,,2,13.0,Sparkly Key Animation,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,995,71.0,77.0,,,,,,,,2
鬼滅の刃 × MLB Tokyo Series presented by Guggenheim,Kimetsu no Yaiba x MLB Tokyo Series presented by Guggenheim,,2025-03-05,2025,,1,1.0,ufotable,Sports,Unknown,ONA,FINISHED,985,59.0,62.0,,,,,,,,1
逆天邪神 (2023),Nitian Xie Shen (2023),,2023-09-23,2023,,2,30.0,Foch,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,983,69.0,75.0,,,,,,,,2
聖闘士星矢：Knights of the Zodiac バトル・サンクチュアリ Part 2,Saint Seiya: Knights of the Zodiac Battle Sanctuary Part 2,Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2,2024-04-01,2024,SPRING 2024,1,12.0,Toei Animation,Adventure | Fantasy,Shounen,ONA,FINISHED,979,56.0,60.0,,,,,,,,2
おいでよ魔法少女村（不法占拠）,Oideyo Mahou Shoujo-mura (Fuhou Senkyo),,2025-04-04,2025,SPRING 2025,1,13.0,Kachidoki Studio,Comedy | Mahou Shoujo | Supernatural,Unknown,TV_SHORT,FINISHED,978,43.0,44.0,,,,,,,,3
镇魂街 第三季,Zhen Hun Jie 3,,2023-07-29,2023,,2,16.0,L² Studio,Action | Adventure | Drama | Supernatural,Unknown,ONA,FINISHED,977,61.0,69.0,,,,,,,,2
两不疑 第二季 下部,Liang Bu Yi 2 Part 2,No Doubt in Us Season 2 Part 2,2023-02-01,2023,,1,12.0,Paper Plane Animation Studio,Comedy | Romance,Unknown,ONA,FINISHED,973,75.0,80.0,,,,,,,,1
原神 未行之路,Yuanshen: Weixing Zhi Lu,Genshin Impact: The Road Not Taken,2024-05-24,2024,,1,1.0,Unknown,Drama | Fantasy,Unknown,ONA,FINISHED,970,73.0,77.0,,,,,,,,1
斗罗大陆 海神传承,Douluo Dalu: Haishen Chuancheng,,2023-03-10,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,965,75.0,81.0,,,,,,,,2
斗罗大陆 唐三成神,Douluo Dalu: Tang Sancheng Shen,,2023-04-22,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,963,76.0,82.0,,,,,,,,2
斗罗大陆 七情考验,Douluo Dalu: Qi Qing Kaoyan,,2023-04-01,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,962,75.0,81.0,,,,,,,,2
斗罗大陆 天使降临,Douluo Dalu: Tianshi Jianglin,,2023-01-06,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,958,75.0,81.0,,,,,,,,2
斗罗大陆 深海魔鲸,Douluo Dalu: Shenhai Mojing,,2023-01-27,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,956,75.0,81.0,,,,,,,,2
武动乾坤 第4季,Wu Dong Qiankun 4,,2023-11-25,2023,,2,12.0,DC Impression Vision,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,954,73.0,78.0,,,,,,,,2
斗罗大陆 激浪之战,Douluo Dalu: Jilang Zhi Zhan,,2023-02-17,2023,,2,3.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,951,75.0,81.0,,,,,,,,2
Fate/Grand Order 藤丸立香はわからない Season2,Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai Season 2,You’ve Lost Ritsuka Fujimaru Season 2,2024-08-03,2024,SUMMER 2024,2,26.0,DLE,Comedy,Unknown,ONA,FINISHED,951,65.0,69.0,,,,,,,,1
崩坏：星穹铁道 格拉默的余烬,Benghuai: Xingqiong Tiedao - Gelamo de Yujin,Honkai: Star Rail - The Embers of Glamoth,2024-06-14,2024,,1,1.0,miHoYo Anime,Action | Fantasy | Sci-Fi,Unknown,ONA,FINISHED,950,77.0,82.0,,,,,,,,2
彼女、お借りします 第3期 ぷち,"Kanojo, Okarishimasu 3rd Season Petit",,2023-09-19,2023,FALL 2023,1,12.0,Unknown,Comedy,Unknown,ONA,FINISHED,942,50.0,53.0,,,,,,,,3
ネコと和解せな,Neko to Wakai se na,,2023-03-22,2023,WINTER 2023,1,1.0,Unknown,Drama | Music,Unknown,ONA,FINISHED,935,53.0,55.0,,,,,,,,3
カードファイト!! ヴァンガード Divinez デラックス決勝編,Cardfight!! Vanguard: Divinez - Deluxe Kesshou-hen,CARDFIGHT!! VANGUARD Divinez DELUXE Finals,2025-07-05,2025,SUMMER 2025,2,12.0,Kinema Citrus | Gift-o’-Animation | Studio JEMI,Action | Adventure | Fantasy,Unknown,TV,FINISHED,933,64.0,69.0,,,,,,,,2
凡人修仙传 星海飞驰,Fanren Xiu Xian Zhuan: Xinghai Feichi,,2023-11-25,2023,,2,48.0,Original Force | Wonder Cat Animation,Action | Adventure | Fantasy,Unknown,ONA,FINISHED,931,74.0,80.0,,,,,,,,2
斗罗大陆 万象更新,Douluo Dalu: Wan Xian Geng Xin,,2023-05-13,2023,,2,2.0,Sparkly Key Animation,Action | Fantasy,Unknown,ONA,FINISHED,931,76.0,82.0,,,,,,,,2
新星ギャルバース,Shinsei Galverse,,2025-06-25,2025,SUMMER 2025,1,1.0,S.o.K,Sci-Fi,Unknown,ONA,FINISHED,927,45.0,46.0,,,,,,,,3
左 パイロット・フィルム,HIDARI (Pilot Film),,2023-01-17,2023,WINTER 2023,1,1.0,dwarf,Action,Unknown,ONA,FINISHED,919,68.0,72.0,,,,,,,,1
北斗の拳 拳王軍ザコたちの挽歌,Hokuto no Ken: Kenou-gun Zako-tachi no Banka,,2026-01-05,2026,WINTER 2026,1,12.0,Doraku,Comedy,Unknown,TV_SHORT,FINISHED,914,47.0,50.0,,,,,,,,3
全职法师 第7季,Quanzhi Fashi 7,Versatile Mage Season 7,2026-05-13,2026,,1,12.0,Foch,Action | Fantasy,Unknown,ONA,RELEASING,910,,70.0,,,,,,,,2
妖神记 第七季,Yao Shen Ji 7,,2023-01-14,2023,,2,52.0,Ruo Hong Culture,Action | Adventure | Fantasy | Romance,Unknown,ONA,FINISHED,910,71.0,78.0,,,,,,,,2
